1 0
1.484 -2525.753
1.513 -2674.376
1.490 -2557.848
1.485 -2529.736
1.487 -2538.633
1.511 -2656.129
1.513 -2677.022
1.509 -2656.237
1.493 -2576.785
1.497 -2590.829
1.505 -2631.498
1.473 -2464.964
1.467 -2437.777
1.487 -2543.216
1.503 -2618.852
