1 0
1.485 -2525.977
1.523 -2722.447
1.486 -2531.399
1.485 -2527.024
1.483 -2514.285
1.481 -2508.475
1.512 -2666.729
1.509 -2650.838
1.496 -2585.997
1.495 -2580.024
1.505 -2630.767
1.471 -2450.304
1.466 -2428.392
1.487 -2537.864
1.501 -2608.864
