0 1 0
0.078 -6.338 -1672.8
0.086 -2.576 -1795.5
0.074 -3.926 -1714.1
0.110 -5.585 -1690.3
0.088 -4.668 -1704.8
0.098 -1.786 -1807.1
0.097 -5.540 -1752.5
0.083 -2.192 -1795.1
0.101 -5.036 -1721.1
0.115 -6.361 -1707.7
0.069 -3.174 -1758.7
0.070 -3.502 -1683.9
0.063 -4.851 -1649.0
0.087 -6.857 -1675.6
0.092 -2.003 -1779.5
