1.509   -2513.904
1.533   -2663.634
1.554   -2742.661
1.533   -2657.680
1.530   -2644.938
1.536   -2689.211
1.540   -2689.994
1.561   -2740.116
1.555   -2708.872
1.545   -2733.779
1.546   -2725.929
1.548   -2720.859
1.514   -2562.934
1.509   -2970.637
1.531   -2666.823
1.547   -2728.669
