0 1 0
0.07557499556144172 -6.285135025957477 -1667.1288593592344
0.08913009017490933 -4.144380760365742 -1790.202475970188
0.04592194031725936 -2.7418800699179813 -1720.1078791755608
0.12180858816973067 -5.790697190907351 -1685.0137562968248
0.10928826181843398 -5.445540204135208 -1691.5245733850556
0.10790573962609563 -5.866673191374413 -1673.2423264274316
0.08327081203434403 -5.131482530327892 -1754.664239575673
0.08316766294709413 -1.9435289512415523 -1796.0098817687658
0.09313129575552827 -4.575065095308624 -1726.2923987834633
0.07928588288779216 -5.4403633766711685 -1713.884207646323
0.06306169158859047 -3.0040211592428125 -1761.717070399292
0.1320931446339773 -5.894206825987221 -1661.6057982777183
0.08489429379262656 -5.6320322104175045 -1638.805327298538
0.08524354686220305 -6.82624335252998 -1672.777572295537
0.05875788193077636 -0.7054061453125229 -1788.6660337866065
