1.512   -2566.077
1.530   -2664.773
1.554   -2776.540
1.532   -2692.823
1.527   -2638.345
1.530   -2664.144
1.527   -2668.071
1.560   -2775.634
1.549   -2726.593
1.536   -2691.968
1.547   -2738.651
1.550   -2760.367
1.000   0.000
1.513   -2993.190
1.656   -3345.887
1.544   -2733.381
